Other Categories,Link,Reviewer,Rating,Title,Review
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5e530a303c93ae0864a623d9,ebrufineart,1 star: Bad,They will keep your money if they don't…,"They will keep your money if they don't deliver the goods, will not deliver the goods within the time frame agreed on, then smugly tell you if you call to complain that your card has already been charged. it appears you get an overseas person first, who just delivers platitudes, but no help- if you persist- then you are transfer ed to a snide american. Wastes much more time and money than shopping yourself...Too bad- the concept is a good one if they could get their act together to actually function."
Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e52f7333c93ae0864a61dd2,Holly,1 star: Bad,Poor customer service,"Poor customer service. My account was deactivated before I was ever even able to place my first order. After trying to figure out what was going on for about an hour this morning, I contacted customer care and was then forwarded to the security team. They requested that I send proof of identification along with my cards showing the last four digits of each credit card (to prove I am who I say I am, I assume). After nearly four hours I receive an email saying that my account can not be reactivated with no further explanation. Totally absurd when you can't even place an order period."
Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e4fed063c93ae0864a4bc8f,Ashley,1 star: Bad,Used instacart for the first time two…,"Used instacart for the first time two days ago and have had a TERRIBLE experience. I had deliveries coming from two different stores. The first delivery on Wednesday was two hours late and then last night my food never got delivered from the second store! I was notified it was dropped off at 7pm but no one came to my house or called me. I reported a problem but have not received a response and I tried called their help line but the number doesn’t even work!!!! There’s no ringing, it’s just silent!! This order cost me $115 so I am not pleased with this terrible customer service."
Cancellation;Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e4be9d43c93ae0bc4048f95,M,1 star: Bad,Product not available at store  still charged,On the website I selected the one product I wanted and a time frame that was available. First I received a text saying the order will be delayed. Then I received a text from the shopper saying the product is no longer available. I texted that I’d still like the product another shopper went and could not find the product and said I need to cancel the order so she could check out for somebody else and the product is no longer available at that store. I did what she asked and cancelled the order. And then I was charged a $15 fee because she was already at the store. As of now Instacart has not refunded the $15 fee
Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e4986e13c93ae0864a0c577,Jane.,1 star: Bad,After waiting over 3 hours for our…,"After waiting over 3 hours for our order, the driver drove away as my husband was walking up to the car.  We didn’t receive any notification that the delivery was on the way.  We called customer service and they offered to resend, with another 2+ hour wait.  That’s a long time waiting with hungry kiddos.  My advice, grab a Uber and get your own groceries"
Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e484cfe3c93ae0bc402c5f3,Alvin Atwater,1 star: Bad,This service is absolutely terrible,"This service is absolutely terrible. Sometimes there are items included that I did not order. But today was the worst, which made me not only report the deliverer, but create this review and will be never using them again. My entire order was is stolen. The delivery driver sat it at some random porch, left a text on their terrible website that doesn't so much as beep to let you know you have a notification, and then left.No reply, nothing.I reported and revoked my tip, which I hope is returned to me.We'll see if Instacart will actually refund me. They really should consider only hiring people with common sense. If you're unsure of where to go, CONTACT the client. That easy.Don't just put his items on a random porch and run. I liked the service until today."
Delivery Issues;Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e47602a3c93ae0bc40256ad,Brittney Ward,1 star: Bad,Don’t do it.,"I ordered my grandmother some flowers among a few other things because she was recovering from the flu & I wanted to do something nice for her & we live in different cities. I put in my order & received a confirmation text that it would be delivered by 9pm. At 8:46 I received a text saying it would be between 9-9:30pm and I would get a text when it was on the way. So I forwarded the text to my grandmother who was waiting up for it. At 9:15pm when I still had not received a confirmation that it was on the way I called the customer service line. Not only was my grandmothers order going to be late but they informed me it wasn’t coming at all! I did not get a cancellation text, or even an update on the non delivery of the order. If I had never called and followed up who knows how late they would have kept my grandmother up waiting for something that was never coming to begin with. This was the first time I have used this app and what a DISAPPOINTMENT it was."
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5e46f68d3c93ae0bc4023111,Lisa Cleary,1 star: Bad,Should be no stars,"Should be no stars.  Just received my groceries and my $22.40 package of steaks was sitting underneath my carpet deodorizer.  Powder form so the container smells and leaks a little bit.  While on hold with Instacart I reviewed my receipt.  I had ordered two boxes of cat litter, and received two boxes.  My receipt shows I was charged for three.  She said her end shows I ordered two.  So I guess the guy got a free box of cat litter.  Check your receipts.After all the explaining and hold times after 30 minutes they gave me a $7 in store credit.  We’ll see if that actually happens.NEVER AGAIN!!!!!!!"
Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e4599963c93ae0bc4016573,Melissa Desiree,1 star: Bad,Horrible service all the way around,"Horrible service all the way around. I scheduled and order at 8:21 to be delivered within two hours only to receive a notice that it would be 11 am not 10:30. Ok no problem. Through the app I got notice my shopper started shopping at 9:34 am. I had 19 items. Well I checked back at 10:22 am and she still hasn’t picked up any of my items....odd seeing it was a small order and it had been almost an hour. I checked back again at 10:41 am and she had 3 items. Mind you this was supposed to be delivered by 11. Needless to say 11 am comes and goes. Now it’s 11:15. Nothing, I sent the shopper a message, no response. 11:24 I contact instacart customer service by chat. Horrible customer service. Basically told me I should be okay with the late order because it was coming. So I figured calling and speaking to someone would help. Nope same attitude. However this time I was given the $4.24 service fee back (WOW). Now the time is almost noon. The shopper finally shows up. When my son mention she was late she was rude, gave multiple excuses, one being she had two orders....I’m sorry but her inability to manage time and multitask shouldn’t end up being my problem. Maybe grocery shopping is too hard for her. Anyways and the cherry on the top was she had her children with her. I know this is not allowed by instacart. Not only did she have them she let them run around my yard and play while she gave my son our groceries. Now this is unacceptable if one of those kids was hurt on my property guess whose problem that would. Mine. Not cool. I do not feel instacart handled this well. They didn’t seem to care that my order was technically an hour and a half late."
Cancellation;Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e444cbf3c93ae04c0e02b2c,Charlie,1 star: Bad,Would give a zero if I could,"Would give a zero if I could. We had a scheduled delivery time between noon and 1. I arrived home at 11:45 only to receive a message that the order was cancelled due to us not being home. Looked on our camera and the driver arrived at 11:33, 27 minutes early and left at 11:37. Did not try to contact us. We have spent 2 hours trying to get a refund. Instacart customer service is zero help. We are having to cancel through our credit card company."
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e44320f3c93ae04c0e01250,Shobhan Pujari,1 star: Bad,Worst Service Ever.,Worst Service Ever.. I will uninstall the app immediately once. It’s horrible. If you wanna text the patience just go to intsacart app and place the order. You will get to know how much irritation you feel by the time order received.
Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e4315513c93ae0b24a2e97c,glimmer fishi,1 star: Bad,I've had to contact customer service…,"I've had to contact customer service with the last three orders(in a row).I was overcharged on the previous two, and received only half of my order today, as I was offered no replacement options and my shopper didn't reply to my messages.Like many who've posted below; I'm sick and needed staples and medicine. Contacted CS and received a form email saying my settings were ""off"" - basically blaming me.  I wrote back and received the exact same form email, but signed by another name.I'm going to look for another service."
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e43131f3c93ae04c0df6c64,Lost Me,1 star: Bad,Fraud website! Don't buy from instacart.com,Bought some surgical masks and received gauze. Stupid website and never use it any more.
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e41a8a83c93ae0b24a20484,Juli Hernandez,1 star: Bad,Waited hours for delivery.,"Waited hours for delivery (received a text from Wegman's ironically stating that the order would be delivered at 10:55 am 2/10/20) after card was charged, they also charged $10+ to ""verify my account"". never heard from anyone at Instacart or Wegman's.  Finally talked to Jasmine at Instacart and was told that delivery person could not locate my address (GPS ANYONE?!?) I had provided my phone number for this order but never heard word one.  Jasmine told me that she could not reach the delivery person to attempt to redeliver (Shouldn't one who does deliveries for a company answer their phone?). THEY HAD MY PHONE NUMBER!!!Jasmine got Wegman's on the phone to find out how they could ""help"". The person at Wegman's couldn't even look up the order.  She needed to involve her manager and no one there seemed to know how to handle any of this.  It was if the employees and management didn't know that Wegman's and Instacart were in a partnership.  The only indication that the two companies were working together is that my order was prepared by someone named Brooke at Wegman's.Note: I recieved several texts from Wegman's during my order's process.Apparently Wegman's couldn't attempt re-delivery, I have to place the order again (after Instacart processes a refund of course)!!!! Never use this ""Service"".  From my experience, they don't prepare their partner stores nor do they contact you when necessary."
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e419fd23c93ae04c0de805a,Ed John,1 star: Bad,Just terrible,I’ve continued to try to use this service with issues ranging from your order has been delivered when it never arrived to today when I received a message showing a picture of my order placed at someone else’s door. This service hires ppl with limited common sense. With an address and map app they cannot seem to find their way. It took four hours to make a two hour deliver y. It’s a great concept but they haven’t been able to get ppl that deliver. Literally they can’t deliver.
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e408e2a3c93ae04c0dde616,TCA Sheridan,1 star: Bad,Awful!!!!,"I just downloaded it and am sick so thought I’d try and place an order for a few things use the free trial and then cancel after. Well I placed order within 5 minutes reviewed an email saying there was fraud activity in my account, they froze the account so I couldn’t access it, within 10 minutes of that I received an email saying in 2 weeks I’d be charged the 99$ annual membership fee.. yet my account said it was deactivated when I called and told customer service to cancel my account they said since it’s under review for possible fraud they cannot do so and I have to wait 24-48 hours for an email to be able to do so myself.. note to everyone just get your groceries yourself or ask a friend what a waste of time and energy .. absolutely horrible and a scam."
Customer Service;Shopper Issues;Cancellation;Theft;,https://ca.trustpilot.com/reviews/5e403a223c93ae0b24a13a89,latoya arnold,1 star: Bad,Instacart is a joke and a complete…,Instacart is a joke and a complete waste of time! I created an account today and placed an order because my son is sick and I cannot leave the house. After waiting an hour I received an email stating my order was cancelled. I spoke with Mary a “supervisor” and she could not give me any information as to why it was cancelled. Now I have to try Kroger or Walmart possibly. Will never use them again!! Complete inconvenience and bad customer service. I will be posting my experience everywhere.
Shopper Issues;Pricing;Theft;Cancellation;,https://ca.trustpilot.com/reviews/5e3ecce93c93ae0b24a0b250,No Name,1 star: Bad,Credit Card Funds Pending For Days,I ordered utilizing this service. They put a hold on my credit card for $45.00 and then ran another charge for the exact amount. That $45.00 has been pending for four days after they have received the correct payment amount. They pass the buck to the credit card company but after years of working in retail I know that the pending amount can be cancelled on the retailers end - they just won't. They are holding the funds captive. I suggest no one trust this service.
Shopper Issues;Cancellation;Theft;,https://ca.trustpilot.com/reviews/5e3e35053c93ae04c0dcf680,Ian Stuart,1 star: Bad,"Signed up for ""free"" trial Instacart…","Signed up for ""free"" trial Instacart membership then found that they would automotically renew me at $95 per annum after 14 days. I immediately tried to cancel my trial membership. Received a no reply email that did not confirm the cancellation. Not a good experience and I will be waiting to see if they still try to bill me for membership"
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5e3dac173c93ae04c0dcc3e4,J. brown,1 star: Bad,Bad Customer Service ! Too Expensive !,"I was an Insta Cart member recently cancelled.  I was not happy with their customer resolutions.  If a mistake was made and you did not receive an item, the only option was to hold onto your money and offer you a credit on future purchase's.  (ONLY OPTION) There was No, I'm sorry let me try to get you that item, or let me give you a refund. Very disappointed. Also, if you go to markets website the food items are as much as $2 less than on the Insta Cart website.  So not only are you paying for a membership but your over paying on every item you purchase."
Shopper Issues;Pricing;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5e3d7d243c93ae04c0dc9b7b,Anonymous,1 star: Bad,"Unfair company, just wants to keep profit for themselves can’t even give their employees anything","I’m giving a review as an actual shopper myself not a customer, but this company doesn’t care about their employees at all. They cut our wage by a lot and treat us like their peasants. I get very upset that I shop my orders for my customers as best as I can and then to get reviewed by the customer that their items were missing or damaged when I know I got them the right and undamaged thing because I always communicate with my customers. See I’m just the in store shopper meaning someone else delivers the order and whatever review they get reflects on me too and that’s not fair that I can’t trust the delivery driver to deliver all the bags and items to these customers. Also for you customers ordering groceries, if you know that something is BOGO make sure you are putting you want 2 of that item. Because as the shopper if you only have one I am only allowed to get you one and no more even if it is bogo, I cannot add another one because the instacart app will just charge you for two and not give you the special. In order to receive the special you have to put 2 initially before you place the order."
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e3cc4e33c93ae04c0dc3c1c,Kristalyn Goudy,1 star: Bad,Never order Instacart again!!!,Never order Instacart again!!!! They obviously have criminals working for them. No background checks. This guy Juavon J took my order then shopped my product checked out then obviously took it home with him. Never received my order. I called customer support they have foreigners for customer support who doesn’t know how to answer questions outside of the pitch. I asked him if this type of things usually happens he also told me yes. So automatically takes 90bucks off your card even if your food does not cost that much. I ask for a refund tells me I’ll get refunded in 5 business days. Guy goes home with my groceries and I get nothing. Wow 🤷🏽‍♀️
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5e3c128d3c93ae0b249f3c2d,Jim Hudson,1 star: Bad,No stars! Worst service ever,"If it were possible I'd give no stars. Ordered groceries from giant yesterday, after a while of waiting and a few out of stock substitutions from the shopper the order was on its way. Shopper leaves the bags on the porch and sends a picture. This is where things get horrible. The picture is black. Can't see anything. I go out to the porch there are 3 bags there. I think this can't be right but I bring the bags in and decide to check them. 95% of my order isn't there. Contact instacart. They charged me $140 and I receive $15-20 dollars worth of food. They give me a $25 dollar credit. Seriously? What a joke. Amazon does free delivery for prime members within 2 hours of the order. This will be my last instacart order I'm switching to Amazon. I'm also reporting instacart to the better business bureau. They are scam artists. What a joke."
Cancellation;Delivery Issues;Pricing;Shopper Issues;Customer Service;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5e39e2923c93ae0b249e0774,Pat Jurgens,1 star: Bad,They were great for about two years,"They were great for about two years.  Since Dec 2019, the change has been extreme. Frequent delivery of incorrect items, and then after attempts to correct it, further bizarre responses from customer service and still didn't receive correct items.Orders delayed and then randomly canceled without notice?  I had to call to discover--after being informed that the order would be ""delayed,""--that the order had been canceled by the driver who, as a bonus, charged me a $15 cancel fee. When I called customer service, the first person was ridiculous and kept me on the hold 10 mins saying she had ""procedures"" to follow.  After my phone battery finally died, I called back and the next customer service rep was GREAT, instantly reinstated the order and credited the $15 CANCELLATION FEE that someone had placed on my account for THEM canceling the delivery.Instacart, your service is very convenient when it works--which is not often enough in the last few months.  Competition popping up-- someone in leadership needs to address customer service and driver quality!"
Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5e377ed23c93ae04c0d8f6f7,Jessie M.,1 star: Bad,Absolute thieves!! Shady business practices!,"If I could give zero stars, I would. I’ve used instacart a few times and was thankful for the convenience. But today I learned the REAL price I was paying. I don’t mind paying service fees, delivery fees, and tip. What I DO mind is being incorrectly charged for my groceries. I placed my order, subtotal for groceries was $122. With all the fees I would be paying $140. But after receiving my groceries I see the store receipt in my bag. My groceries actually only cost $97, not the estimated $122. I contacted them about this. Apparently any sale items, or incorrectly priced items, benefit Instacart and NOT THE BUYER. I asked them to please adjust my grocery total amount from $122 to $97. They would not. They are absolute THIEVES. This is a $25 difference that they are pocketing on top of all the fees I already paid. I will NEVER use this service again. You don’t get to upcharge people for your benefit just so you can steal that additional money from hardworking people. I am absolutely appalled at these business practices. Very shady and immoral. Please do not use them! And always check your receipts."
Shopper Issues;Cancellation;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5e36c4bf3c93ae04c0d8a856,Shari,1 star: Bad,So disappointed--I ordered 26 items and…,So disappointed--I ordered 26 items and two were delivered.  I also received a notice that delivery would be later than originally notified.  I had to reorder the missing 24 items making the order arrived hours and hours later.  Believe I will cancel.
Customer Service;Cancellation;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e35895c3c93ae0b249bac00,Eduardo Marques,1 star: Bad,Been working with them for 4 months at…,Been working with them for 4 months at first I was impressed and then I wasn't getting paid roughly 3 weeks of earnings held they said account info was inaccurate lies...updated everytime they said my bank account info was inaccurate. Then they started giving me incident markers for cancelling hours which I never cancelled what happens with THAT you no longer can ACCESS hours early meaning 9 Out of 10 you will be on a waiting list another problem is customers saying or reporting they didnt get certain items when infact they received I was fed up. I went with another company called SHIPT what a difference they SPECIFY what idles to find items so your not running around the store you can contact them and customers instantly I made 500.00 my first week I strongly recommend jumping ship they also send you quite frequently to target so easy to shop..Bye Bye INSTACART
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e332ac93c93ae04c0d6fd65,Krista Kindley-Martin,1 star: Bad,"Deception, misleading and poor customer care","After being charged for an item that I did not receive, I called customer service and requested a refund.  The customer service person said he ok and he could give me a coupon.  I asked that the coupon was for and he said it was for the amount of the item I was wrongly charged for.  I said, no sir, I want a refund.  I confronted him about being misleading, making it sound like I would get a refind and a coupon and he denied the experience.  Deception."
Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e3301263c93ae04c0d6d6c2,Grace Johnson,1 star: Bad,shopper added items I did not request/receive,"Hate to add to the negative reviews, but after my experience I felt it important others know. I had 3 successful Kroger deliveries via instacart. I ordered and paid using Kroger app. On the 4th delivery, I noticed my e receipt reflected items I didn’t request nor did I receive. Immediately put in an email request to both Kroger and instacart, instacart says to go thru Kroger. Kroger is trying to correct the situation but I haven’t been refunded and it’s been over a week now. Won’t use again, for risk of my information being compromised."
Shopper Issues;Pricing;Theft;Cancellation;,https://ca.trustpilot.com/reviews/5e2ef6e73c93ae04c0d46907,E Chan,1 star: Bad,scammer online operation instacart,Order Publix online via this company. Never received the order but was charged $15. Call to see what happened. The shopper claimed cannot reach us after it was delivered and thus charged $15. We stayed in Disney boardwalk and the order is supposed to leave to bell boy. Try to contact the management and tell them the problem. Obviously they care less and they allow the shopper scamming the clients. STAY CLEAR FROM THIS ONLINE SERVICE.
Shopper Issues;Pricing;Theft;Cancellation;,https://ca.trustpilot.com/reviews/5e2e363a3c93ae0b24978113,Dale,1 star: Bad,I signed up because I wanted to try it…,"I signed up because I wanted to try it out, they were offering free delivery and they had Costco as one of their retailers.  I had considered ordering directly from Costco but costco was charging a fee for delivery, so why not try instacart?  Maybe I would save something. However, when I selected my Costco items using the instacart app they were more expensive than at  Costco!  I could have it delivered by Costco for less or a similar price. They don't tell you the prices are not the same.  This company is a shame out to deceive people into paying not only a delivery charge but a premium as well.  To add salt to the wound I have deleted my account with them, unsubscribed to their emails 3 times and am still receiving spam email from Instacart!  I'm so sorry I ever signed up.  They will probably sell my email address to other spammers too."
Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e2da2bc3c93ae0b2497426a,Michelle McLane,1 star: Bad,Three year weekly customer terminating what now has turned into a service that’s painful to use,"I’ve been using this service for about three years now and the service has continued to decline. What I gave 5 stars has dwindled to one star. From overcharging to under qualified delivery staff. From $35 for one bell pepper to $45 of deli sliced cold cuts. LOL! I try to get in touch with my shopper as she’s not responding to text messages, to find out that she doesn't even speak English. Customer service is great and always accommodates for the inconvenience (and I did say ALWAYS), but I’m not looking for free items, I don’t want the hassle.......I’d do my own grocery shopping. Long story short (and it’s soooo much longer), after having complaints almost every time (I’ve used this service once a week for three years) I receive used this service here lately along with discovering that Shipt now delivers in Montgomery - I’m no longer using Instacart service."
Bad Food Choices;Shopper Issues;Pricing;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e2b898f3c93ae0b249687eb,Kyle Loewy,1 star: Bad,Ridiculous,Every time we order from Instacart there are constantly items out of stock. If you look the items up individually through the search engine on Instacarts site it doesn't tell you the item is out of stock with the item grayed out like it should. You have to go to your items tab and discover it's out of stock by chance. There have been orders where important items that we needed are refunded because they are out of stock. Say the item is out of stock everywhere not in only one part of the site. Don't allow people to add it to their cart when they look these items up via the search engine. Also we pay a monthly fee for free delivery and Instacart tacks more fees on so what's the point of paying a monthly free delivery fee. Twice tonight I've had to call and complain. We received Ginger Ale instead of Mt Frost and received milk that expires tomorrow. They redelivered the two items giving us a soaked case of Mt Frost and another jug with an expiration date of tomorrow like the last jug of milk. The second milk jug was slimy and looked like it was set down in the wet grass
Ethnic;Customer Service;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e29de8f3c93ae0b24959a16,Abigayle Louise Sheckler,1 star: Bad,Poor customer service/ live close to the store but no service available.,"I live 10 minutes and less then 10 miles away from the grocery store I was trying to get an instacart delivery from. I have a 9 month old infant and this would be a fantastic service to be able to use but they will not deliver to my address. I figured hell, I’ll call up and see if there is a way of getting the service brought out to my address. Now I wouldn’t be so angry if I didn’t get such bad customer service. Instacart will deliver to both my parents and in laws who live 30 minutes from any one of these grocery stores. You literally have to make two right turns and a left turn to get from this grocery store to my house in less then 10 minutes but they will not deliver to my address. So when I called the first time it was an Indian male who spoke broken English... he never asked me my name, phone number or email to see my account. He was very rude to me and I was very polite as I was trying to get them to come out to my house. He said “your zip code?” Gave him my zip code. “Can I have your address or something?”I gave him all the information I could give him even though he seemed as if I was inconviencing him. So he told me that they only come out to “some rural areas”. That was the answer I got. I figured I’d call again because it seemed as if I was inconviencing this man and then an Indian women answered the phone. Much more polite asked me for all my information and when we got to the end it was the same answer.... we don’t deliver there but we are expanding. No one could tell me why that I live in the same town as this grocery store less then 10 miles and 10 minutes away they won’t deliver to me. They deliver to two other towns 2 towns away 20+minutes from the store but will not deliver or even tell me when this service will become available to me. At this point instacart will not get any service from me ever. Even if it is to just pickup an order."
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e24f925c845450bec3aee22,Marsha Dirks,1 star: Bad,Got a delivery at 3663 South Sheridan …,"Got a delivery at 3663 South Sheridan  Two things on receipt I never ordered nor received.  Delivery rude, short tempered, went to the other side of the building when directions say West side."
Shopper Issues;Pricing;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5e249a43c8454503e8354175,Kamonic,1 star: Bad,The only good thing was that it arrived…,"The only good thing was that it arrived at the right time. The items that I actually received were correct but more than half was replaced or ""refunded"". Items that were replaced weren't in the bags at all and they charged me 35 dollars for the 15 dollars of groceries I actually received and the hefty tip I pre set because of the weather. It was not worth it. I will never use this service again."
Customer Service;Shopper Issues;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5e245691c845450bec3aa94b,A. LaRue,1 star: Bad,treats workers like garbage,"I've been working for instacart for a few months now, and...they keep. cutting. pay. most tips are 5% of the order total, and yet, tips average 40% of my income from instacart. and after our last strike in November, they took away the quality bonus, which was a $3 (no matter how big the order was) bonus for any order that received a 5 star rating from the customer. I could deliver $400 worth of groceries that took 2 hours to shop, and I get a $3 bonus for all that. and now I don't even get that. that should tell you everything you need to know.I take pride in my work, and I care about my customers, but this company is dishonest and anti-worker. they've been caught stealing tips before. at least once a week, I get a batch where the tip from the customer is more than the base pay for the batch. and the tip is 5, or at most, 10%. sometimes they send me a batch for a store that is closing in 10 minutes. they don't raise base pay at. all. during adverse weather. if something goes wrong with an order, I have to wait, sometimes for hours, to get someone on the phone to fix it so I can continue working.and let's not forget that they don't pay for my gas, and they don't insure my car. or me, for that matter. their ""health insurance options"" are a joke. the only affordable plan is catastrophic coverage only. I'd be better off just putting money in a savings account. but I can't, because they pay us so little."
Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e23f36fc8454503e834f464,Ashley,1 star: Bad,Terrible company,"Terrible company! All they are in it for is the money not the customer! I,would never use this service, they lie and steal from their shoppers and customers! Use Amazon Fresh"
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e236997c8454503e834d7ad,JEss,1 star: Bad,Instacart ripped me off an extra $143.10,I was just ripped off $143.10 by Insta Cart. Tge service is a complete scam. I ordered from Costco and the receipt the driver gave me is $541.78 yet I receive an email from Instacart Charging me $684.88. This over charge of $143 is beyond ridiculous. I called and customer service was just rude which added insult to injury. She insisted it’s there’s no refund and that overcharge is for the service....yet that extra $143.10 it’s not on my receipt. I’m disgusted with the fact they’re ok with scamming their customer. Never again!
Cancellation;Pricing;Shopper Issues;Customer Service;Theft;,https://ca.trustpilot.com/reviews/5e202941c845450bec388609,Steffi Dipp,1 star: Bad,WORST COMPANY EVER!,"WORST COMPANY EVER!I ordered with them once, never signed up for the 'Express' and got charged $99.00 for it anyways. Then I asked for a refund, which I got and everything was ok...Only TWO weeks later I'm going through my statement and I find another charge of $134.00 dollars on my account from Instacart. How can that happen if I already canceled my membership? Well, no one knows. I call customer service and they say they can only refund $99.00 because that's what comes up in their system while I got $134.00 on my statement. Now they 'canceled' the Express that I never signed up for again but I haven't received my money back. I'm seriously worried that this might happen again :/Moral of the story: NEVER EVER ORDER WITH INSTACART. (Plus in my first and ONLY order I got many damaged food that I had to return to the grocery store)"
Customer Service;Shopper Issues;Pricing;Theft;,https://ca.trustpilot.com/reviews/5e1f8ec7c845450bec385361,Shaoron,1 star: Bad,Honestly if I could give a zero I…,"Honestly if I could give a zero I would! Most horrible service I have encountered!!! I placed an order then someone emailed me and asked for a photo of my dirvers license and payment card through email! This is being reported as the scam it seems to be. I did not receive my order, was not able to sign back in to make sure it was placed and received zero reply once I informed my personal ID and banking information would NOT be provided by email. I have tried to sign back into my account without success. HORRENDOUS customer service!! DO NOT RECOMMEND!!!!!"
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e1e4362c8454503e831ff5d,Nicole M,1 star: Bad,If I could write a review with no stars…,If I could write a review with no stars I would. I have been on Instacart for over a year and have had the worst customer service experience ever. Placed an order over the weekend and according to Instacart they had a glitch in the system. I was charged twice In addition to the pending amount. When I called customer service to get a refund on my card I was given the runaround. I had to take a screenshot of my bank account information showing the duplicate charge and sent it via email to Instacart help. I was told that I would get a call back or email back With information regarding the duplicate charge but did not receive any sort of communication from Instacart. Upon calling for the fourth time to try to figure out where my money is and how to get it back into my account I was given the same speech that it will take 7 to 10 days. I was unable to speak to anybody in an escalation department whatsoever.I have been in customer service industry for over 40 years. If you are unable to speak to somebody in an escalation department you know that there is a problem with the company. Avoid Instacart at all costsPS: I still have not received my money back.
Customer Service;Pricing;Shopper Issues;Theft;,https://ca.trustpilot.com/reviews/5e1cc24cc845450bec36930b,Heather,1 star: Bad,Employees ordering their own stuff on my tab,"I recently checked some of my old orders.  I found items charged for that I never ordered. I called (search instacaet customer service) and they credited me.  I'm handicapped and have trouble shopping, so I was thrilled to find this service. I went to the driver unload and found a bad of stuff which I took inside.  This stuff was on my order reciept but I didn't order it. I've also found items I never touch like monster drinks, deli pasta salad and other items.  I need this service. But I'm on social security. So I can barely buy my own groceries.  It's a BIG concern that a company I'm paying allows their employees to steal from me!"
Cancellation;Shopper Issues;Pricing;Theft;Wrong Product;,https://ca.trustpilot.com/reviews/5e1b9e56c845450914b69ff7,Pénélope Boucher,1 star: Bad,First time grocery shopping with them,"First time grocery shopping with them. I usually do the pick up in store option with PC Express and it’s always a breeze to use ! Since I’m stuck in MTL and my husband is without a car, I figured I would use the PC Express powered by Instacart app to get everything delivered smoothly.SO many things went wrong that I don’t even know where to start1) Pricing. I get the difference in price, I’ve read the policy. However, for the SAME cart that I did twice in both app (PC Express for pick-up and PC Delivery), the first cart came to 169,67$ and the other one, 214$. Remove the 10$ tip and 3,99$, and add the 15$ off coupon I got, it basically cancels each other. the difference is 45$ FOR THE SAME ITEMS IN THE SAME STORE. But hey, I’m stuck in MTL and I didn’t want to leave my husband without food, so I splurge !2. App and grocery shopping. Basically, the app have been down ALL DAY. I tried to do my order 5 times and then it finally worked, but I couldn’t access it through the app. I have all the print screen if you’re interested.3. Grocery shopping. I received all the pop up for the substitution, but since the app wasn’t working, I couldn’t accept them or not, except for two that worked. I use the in-store pick up quite often and there is never more than 2-3 substitutions on my order. I was once again shocked on the amount of substitution alerts I got.4. Delivery. It was supposed to be between 2:45 and 3:45. I got an email saying it was going to be before 4:15. Find, no issue at all, I get it. Then my order didn’t get delivery before 4:50 without any updates that the time change.Still not able to see if we got everything, the final amount or the substitutions. All in all, a very disappointed experience after being SO excited with the service and even liking to pre-add a nice tip. Since I’m not home, I won’t be able to judge the quality of the produce procured or their exactitude in amount, so I won’t talk about it."
